url,brand,discovered,confidence_level,ip,domain,sld,resolved,handle,category,registrar,registration_date,handle_status,resolved_status
https://***************************.go.id.test/archive/item-05962,-,2025-05-07 04:53:49,100,,***************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2020-02-06,1,1
http://**************.mil.id.test/member/item-02815,,2025-04-11 06:12:02,100,192.0.2.209,**************.mil.id.test,mil.id,1,1,online gambling,Registrar Simulasi 04,2023-04-04,1,1
https://********.sch.id.test/access/item-06704,DompetAwan Simulasi,2025-06-17 09:12:13,100,192.0.2.196,********.sch.id.test,sch.id,1,1,phishing,Registrar Simulasi 12,2026-07-18,1,1
https://******.go.id.test/promo/item-04272,TokoBintang Simulasi,2025-10-18 00:45:55,90,198.51.100.124,******.go.id.test,go.id,1,1,phishing,Registrar Simulasi 19,2015-11-03,1,1
https://********.sch.id.test/member/item-02537,BankPelangi Simulasi,2025-08-04 02:13:35,100,192.0.2.196,********.sch.id.test,sch.id,1,1,other,Registrar Simulasi 12,2021-12-17,1,1
https://***********.my.id.test/promo/item-02302,TokoBintang Simulasi,2025-01-04 08:59:35,90,203.0.113.224,***********.my.id.test,my.id,1,1,phishing,Registrar Simulasi 19,2020-12-21,1,1
http://***************.id.test/service/item-00728,,2024-08-31 13:30:22,100,198.51.100.79,***************.id.test,id,1,1,brand,Registrar Simulasi 22,2018-01-26,1,1
http://*******.go.id.test/archive/item-05494,-,2024-05-24 14:13:34,100,192.0.2.203,*******.go.id.test,go.id,1,1, other ,Registrar Simulasi 12,2018-06-20,1,1
https://*************.net.id.test/access/item-05800,AkunNusa Simulasi,2024-08-08 17:07:19,100,192.0.2.195,*************.net.id.test,net.id,1,1,online gambling,Registrar Simulasi 24,2021-06-16,1,1
https://*********.id.test/member/item-02907,TokoBintang Simulasi,2025-11-22 02:05:18,100,203.0.113.66,*********.id.test,id,1,1,phishing,Registrar Simulasi 14,2018-11-07,1,1
https://*****************.go.id.test/service/item-05461,-,2026-04-06 07:08:37,100,203.0.113.234,*****************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 14,2017-09-21,1,0
https://**********.go.id.test/service/item-03857,-,2026-05-27 10:55:57,90,,**********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 08,2026-10-29,1,0
https://***************************.go.id.test/member/item-06874,-,2026-04-11 06:37:31,90,,***************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 12,2015-03-08,1,1
https://*************************.id.test/portal/item-08099,-,2023-12-19 16:23:43,100,203.0.113.112,*************************.id.test,id,1,1,online gambling,Registrar Simulasi 08,2016-10-04,1,0
https://*****.ac.id.test/service/item-02036,,2025-04-04 19:31:08,100,198.51.100.38,*****.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 02,2015-06-26,1,1
http://********.go.id.test/account/item-08103,LayananFiksi Simulasi,2026-03-30 01:54:24,100,192.0.2.6,********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 22,2015-10-18,0,1
https://********************.my.id.test/service/item-04325,LayananFiksi Simulasi,2025-09-03 08:43:00,100,,********************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 06,2017-10-24,1,1
https://***********.go.id.test/account/item-08702,TokoBintang Simulasi,2024-06-22 17:37:26,100,192.0.2.153,***********.go.id.test,go.id,1,1,phishing,Registrar Simulasi 05,2022-01-23,1,1
http://**************.mil.id.test/access/item-07201,PesanKita Simulasi,2026-02-15 01:29:02,100,,**************.mil.id.test,mil.id,1,1,Phishing,Registrar Simulasi 04,2023-04-04,1,1
https://**********************.my.id.test/access/item-04055,BankPelangi Simulasi,2024-12-26 14:54:05,100,198.51.100.139,**********************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 08,2018-06-29,1,1
https://**********.sch.id.test/promo/item-02751,-,2025-12-07 03:38:50,90,198.51.100.108,**********.sch.id.test,sch.id,1,1,other,Registrar Simulasi 22,2019-03-09,1,1
http://*********************.biz.id.test/archive/item-08756,PesanKita Simulasi,2025-09-29 19:49:42,100,192.0.2.2,*********************.biz.id.test,biz.id,1,1,phishing,Registrar Simulasi 24,2022-08-24,1,1
http://***********.co.id.test/documents/item-00056,LayananFiksi Simulasi,2025-03-17 11:52:19,90,192.0.2.33,***********.co.id.test,co.id,1,1,online gambling,Registrar Simulasi 01,2020-08-17,1,1
http://****************************.id.test/archive/item-08505,-,2026-06-10 13:54:51,100,198.51.100.14,****************************.id.test,id,1,1,other,Registrar Simulasi 21,2023-04-02,1,1
https://*****.ac.id.test/account/item-08778,-,2025-05-05 13:25:46,100,198.51.100.38,*****.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 02,2015-06-26,1,1
http://********.sch.id.test/account/item-04662,-,2026-05-17 00:25:11,100,192.0.2.196,********.sch.id.test,sch.id,1,1,other,Registrar Simulasi 12,2021-12-17,1,1
https://***************************.go.id.test/documents/item-09104,DompetAwan Simulasi,2024-04-22 21:50:30,100,192.0.2.160,***************************.go.id.test,go.id,1,1,phishing,Registrar Simulasi 11,2020-02-06,1,1
https://***************************.go.id.test/portal/item-03969,-,2024-09-09 06:29:04,90,203.0.113.175,***************************.go.id.test,go.id,1,1,other,Registrar Simulasi 22,2020-07-26,1,1
http://**************.go.id.test/account/item-05712,TokoBintang Simulasi,2025-04-17 10:08:40,50,192.0.2.234,**************.go.id.test,go.id,1,1,other,Registrar Simulasi 18,2017-04-27,1,1
http://********.go.id.test/promo/item-02580,-,2024-01-21 03:45:53,100,192.0.2.6,********.go.id.test,go.id,1,1,other,Registrar Simulasi 22,2015-10-18,1,1
http://*************.ac.id.test/portal/item-02420,DompetAwan Simulasi,2025-08-11 01:50:24,100,192.0.2.195,*************.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 16,2026-12-14,1,1
https://*******.ac.id.test/promo/item-07065,LayananFiksi Simulasi,2026-03-27 18:57:23,100,203.0.113.30,*******.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 08,2018-01-13,1,1
https://********.my.id.test/archive/item-02536,-,2025-09-08 04:21:21,100,192.0.2.237,********.my.id.test,my.id,1,1,brand,Registrar Simulasi 13,2023-01-20,1,1
https://**************************.ac.id.test/promo/item-04635,-,2026-03-10 18:33:19,100,,**************************.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 17,2016-10-30,1,0
http://**********.go.id.test/access/item-03962,AkunNusa Simulasi,2025-07-18 14:48:40,100,198.51.100.184,**********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 08,2017-11-16,1,0
https://*****.biz.id.test/member/item-05203,-,2026-03-14 09:52:21,100,192.0.2.220,*****.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 18,2019-05-28,1,1
https://*******.go.id.test/documents/item-07345,,2025-08-24 08:38:32,100,198.51.100.109,*******.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 21,2017-11-05,1,1
https://*************.ac.id.test/member/item-01844,BankPelangi Simulasi,2025-04-25 12:09:36,100,,*************.ac.id.test,ac.id,1,1, phishing ,Registrar Simulasi 16,2021-04-15,1,1
https://*********.desa.id.test/portal/item-00831,-,2025-02-18 13:11:32,100,,*********.desa.id.test,desa.id,1,1,online gambling,Registrar Simulasi 13,2015-11-17,1,1
http://*******.go.id.test/promo/item-07348,LayananFiksi Simulasi,2025-03-08 16:41:04,100,198.51.100.109,*******.go.id.test,go.id,1,1,phishing,Registrar Simulasi 21,2026-05-25,1,1
http://**********************.my.id.test/documents/item-05505,-,2026-04-09 17:43:48,100,198.51.100.43,**********************.my.id.test,my.id,1,1,Brand,Registrar Simulasi 21,2015-07-15,1,1
https://**************.id.test/access/item-07672,DompetAwan Simulasi,2023-06-04 11:35:58,50,203.0.113.88,**************.id.test,id,1,1,brand,Registrar Simulasi 17,2024-01-30,1,1
https://**********************.go.id.test/portal/item-05551,-,2023-08-21 18:31:20,100,198.51.100.67,**********************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 23,2023-03-07,1,1
http://*********.desa.id.test/promo/item-00445,,2025-10-16 05:55:19,100,203.0.113.68,*********.desa.id.test,desa.id,1,1,phishing,Registrar Simulasi 13,2015-11-17,1,1
https://***************************.go.id.test/archive/item-02024,LayananFiksi Simulasi,2025-09-07 23:02:25,100,192.0.2.160,***************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2020-02-06,1,1
http://*************************.ac.id.test/promo/item-08254,-,2025-05-13 13:48:46,100,198.51.100.215,*************************.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 07,2019-08-01,1,1
https://***************.id.test/member/item-04661,PesanKita Simulasi,2024-01-14 02:04:34,100,198.51.100.71,***************.id.test,id,1,1,spam,Registrar Simulasi 14,2020-12-25,1,1
http://*********.desa.id.test/service/item-02535,LayananFiksi Simulasi,2026-04-26 16:45:22,90,203.0.113.68,*********.desa.id.test,desa.id,1,1,phishing,Registrar Simulasi 13,2015-11-17,1,1
http://*********.my.id.test/service/item-00808,-,2025-07-12 06:19:54,100,203.0.113.174,*********.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 16,2023-01-10,1,1
http://*****.biz.id.test/service/item-01712,-,2025-05-23 15:51:46,100,192.0.2.220,*****.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 18,2019-05-28,1,1
http://*****.biz.id.test/archive/item-03557,TokoBintang Simulasi,2024-08-26 07:32:01,100,192.0.2.220,*****.biz.id.test,biz.id,1,1,other,Registrar Simulasi 18,2019-05-28,1,1
http://*****.my.id.test/documents/item-04341,-,2026-01-21 22:44:14,100,,*****.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 10,2021-02-19,1,1
http://***********************.biz.id.test/promo/item-03084,TokoBintang Simulasi,2025-08-23 15:13:13,100,203.0.113.246,***********************.biz.id.test,biz.id,1,1,phishing,Registrar Simulasi 04,2022-11-10,1,0
http://************.id.test/member/item-04470,LayananFiksi Simulasi,2023-04-14 02:48:20,100,192.0.2.100,************.id.test,id,1,1,malware,Registrar Simulasi 22,2020-03-17,1,1
https://*********.go.id.test/portal/item-06753,-,2025-11-16 10:17:19,100,198.51.100.209,*********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 14,2018-08-09,1,1
http://**************.go.id.test/archive/item-08800,AkunNusa Simulasi,2024-09-29 04:00:14,100,,**************.go.id.test,go.id,1,1,brand,Registrar Simulasi 05,2025-11-21,1,1
https://**********.go.id.test/access/item-05113,AkunNusa Simulasi,2025-10-31 22:17:40,90,198.51.100.184,**********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 08,2017-11-16,1,1
http://***************************.go.id.test/account/item-05354,BankPelangi Simulasi,2024-09-19 23:09:13,100,198.51.100.112,***************************.go.id.test,go.id,1,1,phishing,Registrar Simulasi 04,2020-01-06,1,1
http://****************************.my.id.test/promo/item-01879,LayananFiksi Simulasi,2026-01-03 07:53:34,100,198.51.100.119,****************************.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 18,2017-02-26,1,0
https://*****************.id.test/account/item-02251,-,2025-10-20 17:55:51,100,203.0.113.72,*****************.id.test,id,1,1,brand,Registrar Simulasi 19,2015-05-11,1,1
https://***************************.id.test/portal/item-07118,BankPelangi Simulasi,2026-05-02 15:40:45,90,203.0.113.246,***************************.id.test,id,1,1,online gambling,Registrar Simulasi 04,2017-08-02,1,1
https://***************************.id.test/portal/item-08881,AkunNusa Simulasi,2026-02-24 16:19:52,100,192.0.2.124,***************************.id.test,id,1,1,online gambling,Registrar Simulasi 05,2021-08-05,1,1
https://*********************.biz.id.test/member/item-08189,PesanKita Simulasi,2024-07-18 13:26:47,100,198.51.100.11,*********************.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 19,2020-02-23,1,0
https://****************************.go.id.test/service/item-02031,BankPelangi Simulasi,2025-08-14 19:38:25,100,203.0.113.11,****************************.go.id.test,go.id,1,1,phishing,Registrar Simulasi 24,2015-12-21,1,1
https://*****************.my.id.test/account/item-04536,-,2025-03-16 09:19:51,100,192.0.2.134,*****************.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 14,2015-01-19,1,0
http://********************.sch.id.test/archive/item-06832,DompetAwan Simulasi,2025-01-02 00:26:38,90,198.51.100.236,********************.sch.id.test,sch.id,1,1,phishing,Registrar Simulasi 23,2015-11-12,1,1
https://*********.go.id.test/documents/item-01136,-,2025-03-16 05:11:53,100,203.0.113.47,*********.go.id.test,go.id,1,1,spam,Registrar Simulasi 22,2015-06-26,1,1
https://****************************.go.id.test/archive/item-04462,,2024-11-09 13:01:48,100,203.0.113.175,****************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 18,2019-07-15,1,1
https://**********.id.test/promo/item-08235,BankPelangi Simulasi,2024-01-10 18:30:01,100,198.51.100.147,**********.id.test,id,1,1,online gambling,Registrar Simulasi 18,2016-07-19,1,1
https://********************.my.id.test/service/item-01289,TokoBintang Simulasi,2026-04-17 16:29:16,100,,********************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 06,2017-10-24,0,1
http://***************************.go.id.test/documents/item-03400,-,2025-06-13 08:30:39,100,192.0.2.160,***************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2020-02-06,1,1
https://****************************.my.id.test/service/item-06658,PesanKita Simulasi,2023-07-26 11:13:28,100,198.51.100.18,****************************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 18,2021-07-10,1,1
https://*************.go.id.test/archive/item-06727,DompetAwan Simulasi,2026-03-15 10:57:07,100,203.0.113.177,*************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 16,2023-05-21,1,1
https://***********************.biz.id.test/service/item-05267,TokoBintang Simulasi,2024-08-07 18:30:36,90,198.51.100.127,***********************.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 23,2018-01-10,1,0
https://***************************.go.id.test/service/item-00674,DompetAwan Simulasi,2023-08-13 07:18:05,100,192.0.2.160,***************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2020-02-06,1,1
http://*************************.go.id.test/archive/item-00465,BankPelangi Simulasi,2024-07-07 07:27:30,100,203.0.113.25,*************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 15,2018-10-12,1,1
https://****************.go.id.test/access/item-02687,AkunNusa Simulasi,2026-05-21 07:21:06,50,203.0.113.171,****************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 23,2020-03-09,1,1
https://*****************.co.id.test/promo/item-03633,TokoBintang Simulasi,2025-09-19 07:32:15,100,198.51.100.213,*****************.co.id.test,co.id,1,1,online gambling,Registrar Simulasi 09,2016-04-16,1,1
http://********************.id.test/member/item-00124,BankPelangi Simulasi,2025-09-07 07:46:22,100,198.51.100.181,********************.id.test,id,1,1,online gambling,Registrar Simulasi 23,2022-05-08,1,1
http://******************.sch.id.test/portal/item-03224,,2026-06-19 00:42:31,100,192.0.2.187,******************.sch.id.test,sch.id,1,1,phishing,Registrar Simulasi 16,2017-07-23,1,0
https://**************************.go.id.test/archive/item-04004,-,2026-01-07 20:59:42,100,203.0.113.150,**************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 06,2016-03-26,1,1
http://********.go.id.test/documents/item-04346,AkunNusa Simulasi,2024-11-20 16:54:36,100,192.0.2.6,********.go.id.test,go.id,1,1,phishing,Registrar Simulasi 22,2015-10-18,1,1
http://**************.id.test/promo/item-03950,BankPelangi Simulasi,2025-09-27 21:40:43,100,203.0.113.221,**************.id.test,id,1,1,online gambling,Registrar Simulasi 08,2022-07-10,1,1
http://*****.biz.id.test/access/item-06757,TokoBintang Simulasi,2024-05-04 15:56:37,90,192.0.2.220,*****.biz.id.test,biz.id,1,1,phishing,Registrar Simulasi 18,2019-05-28,1,1
https://*****************.co.id.test/archive/item-04872,AkunNusa Simulasi,2026-05-29 23:38:26,100,203.0.113.61,*****************.co.id.test,co.id,1,1,online gambling,Registrar Simulasi 09,2019-03-01,1,1
https://**************.go.id.test/archive/item-06125,,2025-09-14 07:00:11,100,203.0.113.42,**************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2015-08-21,1,1
https://*****************.go.id.test/access/item-04067,LayananFiksi Simulasi,2025-08-30 17:10:50,100,,*****************.go.id.test,go.id,1,1,phishing,Registrar Simulasi 04,2023-02-27,1,1
https://***************.web.id.test/member/item-01999,-,2026-02-02 00:34:55,100,203.0.113.171,***************.web.id.test,web.id,1,1,other,Registrar Simulasi 11,2020-08-30,1,1
https://********.go.id.test/account/item-07559,LayananFiksi Simulasi,2025-08-03 10:14:42,100,192.0.2.6,********.go.id.test,go.id,1,1,spam,Registrar Simulasi 22,2015-10-18,1,0
https://****************.desa.id.test/archive/item-04410,-,2023-08-16 14:31:00,100,192.0.2.58,****************.desa.id.test,desa.id,1,1,online gambling,Registrar Simulasi 01,2017-11-08,1,1
https://**************.go.id.test/archive/item-01531,PesanKita Simulasi,2025-09-28 17:42:32,100,192.0.2.176,**************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 21,2015-12-15,1,1
https://************************.go.id.test/account/item-06906,PesanKita Simulasi,2024-07-10 21:47:34,90,192.0.2.34,************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 06,2018-05-10,1,1
http://*********.biz.id.test/portal/item-04609,DompetAwan Simulasi,2026-03-04 06:24:01,100,198.51.100.216,*********.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 02,2026-10-04,1,0
http://****************************.biz.id.test/member/item-02311,LayananFiksi Simulasi,2025-05-14 12:10:44,100,203.0.113.104,****************************.biz.id.test,biz.id,1,1,brand,Registrar Simulasi 10,2019-08-25,1,0
http://*********.go.id.test/member/item-03691,PesanKita Simulasi,2025-11-06 20:41:49,100,198.51.100.160,*********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 08,2016-01-13,1,1
https://***********************.id.test/member/item-07177,-,2025-06-23 08:09:25,90,,***********************.id.test,id,1,1,online gambling,Registrar Simulasi 12,2021-08-29,1,1
https://*************.net.id.test/service/item-01383,DompetAwan Simulasi,2025-05-19 02:34:01,100,192.0.2.195,*************.net.id.test,net.id,1,1,online gambling,Registrar Simulasi 24,2021-06-16,1,1
https://******.go.id.test/access/item-02345,-,2026-03-16 23:49:18,100,198.51.100.95,******.go.id.test,go.id,1,1,phishing,Registrar Simulasi 18,2022-12-25,1,1
https://********************.id.test/promo/item-03262,-,2024-01-07 14:13:53,100,198.51.100.181,********************.id.test,id,1,1,phishing,Registrar Simulasi 23,2022-05-08,1,1
https://*******.ac.id.test/account/item-02527,-,2024-05-03 22:24:05,100,203.0.113.30,*******.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 08,2018-01-13,1,1
https://*************.ac.id.test/archive/item-02737,-,2026-04-10 02:53:50,100,192.0.2.195,*************.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 16,2021-04-15,0,1
https://*************.net.id.test/documents/item-05917,-,2024-10-31 22:38:11,100,,*************.net.id.test,net.id,1,1,online gambling,Registrar Simulasi 24,2021-06-16,1,0
http://***********.my.id.test/portal/item-08328,TokoBintang Simulasi,2026-03-03 23:21:49,100,198.51.100.75,***********.my.id.test,my.id,1,1, phishing ,Registrar Simulasi 12,2022-02-17,1,1
https://********.sch.id.test/portal/item-03337,AkunNusa Simulasi,2026-03-26 01:09:56,100,192.0.2.196,********.sch.id.test,sch.id,1,1,phishing,Registrar Simulasi 12,2021-12-17,1,1
https://**********.go.id.test/account/item-07689,-,2024-04-13 19:24:39,100,,**********.go.id.test,go.id,1,1,phishing,Registrar Simulasi 08,2017-11-16,1,1
https://*******.ac.id.test/account/item-05084,-,2025-12-29 21:41:31,50,203.0.113.30,*******.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 08,2018-01-13,1,1
http://********.my.id.test/documents/item-00742,-,2025-12-10 12:46:52,100,,********.my.id.test,my.id,1,1,phishing,Registrar Simulasi 01,2021-09-26,1,1
http://*****.biz.id.test/promo/item-05250,TokoBintang Simulasi,2025-10-22 04:46:06,100,,*****.biz.id.test,biz.id,1,1,online gambling,Registrar Simulasi 01,2020-04-21,1,1
https://*********.my.id.test/member/item-03841,PesanKita Simulasi,2023-11-20 07:18:28,100,203.0.113.174,*********.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 16,2023-01-10,1,1
https://*********.desa.id.test/access/item-03134,-,2025-05-26 05:16:10,100,203.0.113.68,*********.desa.id.test,desa.id,1,1,fakeshop,Registrar Simulasi 13,2015-11-17,1,1
https://************.go.id.test/account/item-06152,,2024-12-09 02:47:08,100,203.0.113.46,************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 08,2023-02-16,1,1
https://********.sch.id.test/promo/item-03341,,2023-12-19 21:33:10,100,192.0.2.196,********.sch.id.test,sch.id,1,1,online gambling,Registrar Simulasi 12,2021-12-17,1,1
https://************************.go.id.test/archive/item-02607,-,2024-07-31 14:28:03,100,198.51.100.180,************************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 24,2020-07-29,1,1
https://*************.net.id.test/portal/item-02458,TokoBintang Simulasi,2025-05-04 12:50:18,100,192.0.2.195,*************.net.id.test,net.id,1,1,online gambling,Registrar Simulasi 24,2021-06-16,1,1
https://*************************.my.id.test/documents/item-00398,-,2025-10-11 21:28:20,100,192.0.2.10,*************************.my.id.test,my.id,1,1,online gambling,Registrar Simulasi 23,2020-02-09,1,1
https://*************.id.test/documents/item-03249,-,2023-08-01 15:13:17,100,192.0.2.113,*************.id.test,id,1,1,online gambling,Registrar Simulasi 10,2021-11-13,1,1
http://**************************.net.id.test/documents/item-03198,DompetAwan Simulasi,2025-09-01 14:18:15,100,203.0.113.167,**************************.net.id.test,net.id,1,1,malware,Registrar Simulasi 08,2019-01-14,1,1
http://**************************.ac.id.test/access/item-02674,-,2024-09-04 06:41:53,100,192.0.2.129,**************************.ac.id.test,ac.id,1,1, online gambling ,Registrar Simulasi 02,2015-04-06,1,1
http://********************.ac.id.test/documents/item-00884,,2026-04-22 03:38:31,90,,********************.ac.id.test,ac.id,1,1,fakeshop,Registrar Simulasi 03,2016-05-31,1,1
https://*************************.ac.id.test/member/item-01768,-,2025-07-16 20:41:35,100,,*************************.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 05,2018-03-19,1,0
https://***************.go.id.test/account/item-05174,-,2024-12-19 03:31:39,100,203.0.113.188,***************.go.id.test,go.id,1,1, phishing ,Registrar Simulasi 24,2020-09-12,1,1
http://******.ac.id.test/archive/item-02866,LayananFiksi Simulasi,2025-03-04 02:00:42,100,203.0.113.106,******.ac.id.test,ac.id,1,1,online gambling,Registrar Simulasi 07,2017-06-04,1,1
https://***********************.id.test/portal/item-08905,-,2025-11-11 20:18:51,100,192.0.2.194,***********************.id.test,id,1,1,phishing,Registrar Simulasi 12,2021-08-29,1,0
http://************.go.id.test/member/item-05304,,2025-11-06 06:47:04,100,203.0.113.7,************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 02,2022-12-18,1,0
http://***********.go.id.test/service/item-03698,-,2026-04-27 03:54:54,100,192.0.2.84,***********.go.id.test,go.id,1,1,phishing,Registrar Simulasi 04,2015-10-04,1,1
https://************.my.id.test/documents/item-06418,TokoBintang Simulasi,2026-02-22 16:02:34,90,192.0.2.73,************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 20,2016-07-16,1,1
https://******************.my.id.test/member/item-07968,DompetAwan Simulasi,2024-12-25 03:41:34,100,,******************.my.id.test,my.id,1,1,phishing,Registrar Simulasi 12,2021-03-24,1,1
https://**************************.ac.id.test/promo/item-04775,-,2024-12-15 02:42:19,100,198.51.100.24,**************************.ac.id.test,ac.id,1,1,phishing,Registrar Simulasi 17,2016-10-30,1,1
https://**************************.co.id.test/documents/item-02232,BankPelangi Simulasi,2025-03-06 01:51:27,100,203.0.113.76,**************************.co.id.test,co.id,1,1,online gambling,Registrar Simulasi 24,2025-03-18,1,1
https://*********.go.id.test/access/item-03668,,2026-07-01 17:56:16,90,203.0.113.174,*********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 11,2019-02-12,1,1
https://***********.go.id.test/archive/item-00643,-,2025-05-11 10:56:17,100,203.0.113.111,***********.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 21,2019-09-09,1,1
https://*********.desa.id.test/account/item-06352,BankPelangi Simulasi,2025-11-30 22:37:06,100,203.0.113.68,*********.desa.id.test,desa.id,1,1,spam,Registrar Simulasi 13,2015-11-17,1,1
http://**************.go.id.test/account/item-07727,PesanKita Simulasi,2026-05-13 16:20:58,100,198.51.100.140,**************.go.id.test,go.id,1,1,online gambling,Registrar Simulasi 12,2022-03-15,1,1
https://********************.web.id.test/documents/item-01386,AkunNusa Simulasi,2026-01-20 06:56:47,100,203.0.113.218,********************.web.id.test,web.id,1,1,online gambling,Registrar Simulasi 15,2019-02-07,1,1
https://**************************.go.id.test/portal/item-03272,AkunNusa Simulasi,2025-06-06 01:15:19,90,198.51.100.171,**************************.go.id.test,go.id,1,1,phishing,Registrar Simulasi 17,2022-04-20,1,0
https://*********.desa.id.test/account/item-02582,DompetAwan Simulasi,2026-05-17 12:44:49,100,203.0.113.68,*********.desa.id.test,desa.id,1,1,other,Registrar Simulasi 13,2015-11-17,1,1
