ts,ts_iso,ip_ver,proto,src_ip,src_port,dst_ip,dst_port,frame_len,dns_len,dns_id,qr,opcode,aa,tc,rd,ra,ad,cd,rcode,qdcount,ancount,nscount,arcount,qname,qtype,qtype_name,qclass,edns,edns_udpsize,do,ecs,ecs_scope,answers
1788253204.855509,2026-09-01T09:00:04.855509Z,6,udp,2001:db8:1::60,15615,2001:db8:53::53,53,110,48,4584,0,0,0,0,0,0,0,0,0,1,0,0,1,host-199.arsip.test.,1,A,1,1,1232.0,0,,,
1788253204.86854,2026-09-01T09:00:04.868540Z,6,udp,2001:db8:53::53,53,2001:db8:1::60,15615,126,64,4584,1,0,1,0,0,0,0,0,0,1,1,0,1,host-199.arsip.test.,1,A,1,1,1232.0,0,,,host-199.arsip.test. A 300 203.0.113.10
1788253205.01129,2026-09-01T09:00:05.011290Z,6,udp,2001:db8:1::d5,58519,2001:db8:53::53,53,112,50,22964,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-008.LAyaNan.teST.,2,NS,1,1,1232.0,1,,,
1788253205.012434,2026-09-01T09:00:05.012434Z,6,udp,2001:db8:53::53,53,2001:db8:1::d5,58519,272,210,22964,1,0,0,0,0,0,0,0,0,1,0,4,1,hoSt-008.LAyaNan.teST.,2,NS,1,1,1232.0,1,,,
1788253205.192734,2026-09-01T09:00:05.192734Z,6,udp,2001:db8:1::3d,62774,2001:db8:53::53,53,111,49,27488,0,0,0,0,0,0,0,0,0,1,0,0,1,host-087.portal.test.,2,NS,1,1,4096.0,1,,,
1788253205.197175,2026-09-01T09:00:05.197175Z,6,udp,2001:db8:53::53,53,2001:db8:1::3d,62774,231,169,27488,1,0,0,0,0,0,0,0,0,1,0,3,1,host-087.portal.test.,2,NS,1,1,1232.0,1,,,
1788253205.223051,2026-09-01T09:00:05.223051Z,4,udp,192.0.2.149,29605,198.51.100.53,53,91,49,1638,0,0,0,0,0,0,0,0,0,1,0,0,1,host-033.portal.test.,15,MX,1,1,1232.0,1,,,
1788253205.225871,2026-09-01T09:00:05.225871Z,4,udp,198.51.100.53,53,192.0.2.149,29605,211,169,1638,1,0,0,0,0,0,0,0,0,1,0,3,1,host-033.portal.test.,15,MX,1,1,1232.0,1,,,
1788253205.272674,2026-09-01T09:00:05.272674Z,6,udp,2001:db8:1::5b,32389,2001:db8:53::53,53,111,49,16279,0,0,0,0,0,0,0,1,0,1,0,0,1,hOSt-376.CoNtoH.TEsT.,1,A,1,1,1232.0,0,,,
1788253205.283794,2026-09-01T09:00:05.283794Z,6,udp,2001:db8:53::53,53,2001:db8:1::5b,32389,191,129,16279,1,0,0,0,0,0,0,1,0,1,0,2,1,hOSt-376.CoNtoH.TEsT.,1,A,1,1,1232.0,0,,,
1788253205.456597,2026-09-01T09:00:05.456597Z,6,udp,2001:db8:1::147,60921,2001:db8:53::53,53,110,48,50797,0,0,0,0,0,0,0,0,0,1,0,0,1,host-252.arsip.test.,43,DS,1,1,1232.0,0,,,
1788253205.465067,2026-09-01T09:00:05.465067Z,6,udp,2001:db8:53::53,53,2001:db8:1::147,60921,158,96,50797,1,0,1,0,0,0,0,0,0,1,1,0,1,host-252.arsip.test.,43,DS,1,1,1232.0,0,,,host-252.arsip.test. DS 300 12345 13 2 A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1
1788253205.653733,2026-09-01T09:00:05.653733Z,4,udp,192.0.2.21,52807,198.51.100.53,53,91,49,13891,0,0,0,0,0,0,0,0,0,1,0,0,1,host-233.kampus.test.,28,AAAA,1,1,1232.0,0,,,
1788253205.666507,2026-09-01T09:00:05.666507Z,4,udp,198.51.100.53,53,192.0.2.21,52807,171,129,13891,1,0,0,0,0,0,0,0,0,1,0,2,1,host-233.kampus.test.,28,AAAA,1,1,1232.0,0,,,
1788253205.981399,2026-09-01T09:00:05.981399Z,6,udp,2001:db8:1::122,52074,2001:db8:53::53,53,111,49,40014,0,0,0,0,0,0,0,0,0,1,0,0,1,host-185.portal.test.,43,DS,1,1,1232.0,1,,,
1788253205.983971,2026-09-01T09:00:05.983971Z,6,udp,2001:db8:53::53,53,2001:db8:1::122,52074,159,97,40014,1,0,1,0,0,0,0,0,0,1,1,0,1,host-185.portal.test.,43,DS,1,1,1232.0,1,,,host-185.portal.test. DS 300 12345 13 2 A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1
1788253206.101616,2026-09-01T09:00:06.101616Z,6,udp,2001:db8:1::22,34041,2001:db8:53::53,53,111,49,40759,0,0,0,0,0,0,0,0,0,1,0,0,1,host-139.contoh.test.,28,AAAA,1,1,1232.0,1,,,
1788253206.106354,2026-09-01T09:00:06.106354Z,6,udp,2001:db8:53::53,53,2001:db8:1::22,34041,231,169,40759,1,0,0,0,0,0,0,0,0,1,0,3,1,host-139.contoh.test.,28,AAAA,1,1,1232.0,1,,,
1788253206.240989,2026-09-01T09:00:06.240989Z,6,udp,2001:db8:1::129,57362,2001:db8:53::53,53,111,49,38340,0,0,0,0,0,0,0,0,0,1,0,0,1,HOsT-325.kAmpuS.TEst.,2,NS,1,1,1232.0,0,,,
1788253206.24294,2026-09-01T09:00:06.242940Z,6,udp,2001:db8:53::53,53,2001:db8:1::129,57362,111,49,38340,1,0,0,0,0,0,0,0,5,1,0,0,1,HOsT-325.kAmpuS.TEst.,2,NS,1,1,1232.0,0,,,
1788253206.25645,2026-09-01T09:00:06.256450Z,6,udp,2001:db8:1::9e,54056,2001:db8:53::53,53,112,50,1211,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-182.LAYANaN.Test.,1,A,1,1,1232.0,1,,,
1788253206.263849,2026-09-01T09:00:06.263849Z,6,udp,2001:db8:53::53,53,2001:db8:1::9e,54056,112,50,1211,1,0,0,0,0,0,0,0,5,1,0,0,1,hoSt-182.LAYANaN.Test.,1,A,1,1,1232.0,1,,,
1788253206.71217,2026-09-01T09:00:06.712170Z,6,udp,2001:db8:1::1df,52691,2001:db8:53::53,53,110,48,49193,0,0,0,0,0,0,0,0,0,1,0,0,1,host-004.arsip.test.,28,AAAA,1,1,1232.0,0,,,
1788253206.720014,2026-09-01T09:00:06.720014Z,6,udp,2001:db8:53::53,53,2001:db8:1::1df,52691,270,208,49193,1,0,0,0,0,0,0,0,0,1,0,4,1,host-004.arsip.test.,28,AAAA,1,1,1232.0,0,,,
1788253206.932007,2026-09-01T09:00:06.932007Z,6,tcp,2001:db8:1::94,48830,2001:db8:53::53,53,125,49,27243,0,0,0,0,0,0,0,0,0,1,0,0,1,host-156.portal.test.,2,NS,1,1,1232.0,0,,,
1788253206.934534,2026-09-01T09:00:06.934534Z,6,tcp,2001:db8:53::53,53,2001:db8:1::94,48830,245,169,27243,1,0,0,0,0,0,0,0,0,1,0,3,1,host-156.portal.test.,2,NS,1,1,1232.0,0,,,
1788253206.984871,2026-09-01T09:00:06.984871Z,4,udp,192.0.2.188,43095,198.51.100.53,53,91,49,48735,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-282.KaMPus.TeST.,1,A,1,1,1232.0,1,,,
1788253206.99031,2026-09-01T09:00:06.990310Z,4,udp,198.51.100.53,53,192.0.2.188,43095,251,209,48735,1,0,0,0,0,0,0,0,0,1,0,4,1,hOSt-282.KaMPus.TeST.,1,A,1,1,1232.0,1,,,
1788253207.019711,2026-09-01T09:00:07.019711Z,6,udp,2001:db8:1::7b,61902,2001:db8:53::53,53,111,49,63585,0,0,0,0,0,0,0,0,0,1,0,0,1,host-001.portal.test.,1,A,1,1,1232.0,0,,,
1788253207.026746,2026-09-01T09:00:07.026746Z,6,udp,2001:db8:53::53,53,2001:db8:1::7b,61902,201,139,63585,1,0,1,0,0,0,0,0,3,1,0,1,1,host-001.portal.test.,1,A,1,1,1232.0,0,,,
1788253207.038941,2026-09-01T09:00:07.038941Z,6,udp,2001:db8:1::111,4937,2001:db8:53::53,53,110,48,47774,0,0,0,0,0,0,0,1,0,1,0,0,1,HoSt-009.aRsIP.test.,28,AAAA,1,1,1232.0,1,,,
1788253207.043351,2026-09-01T09:00:07.043351Z,6,udp,2001:db8:53::53,53,2001:db8:1::111,4937,270,208,47774,1,0,0,0,0,0,0,1,0,1,0,4,1,HoSt-009.aRsIP.test.,28,AAAA,1,1,1232.0,1,,,
1788253207.198751,2026-09-01T09:00:07.198751Z,6,udp,2001:db8:1::29,34782,2001:db8:53::53,53,112,50,13889,0,0,0,0,0,0,0,0,0,1,0,0,1,host-340.layanan.test.,28,AAAA,1,1,1400.0,1,,,
1788253207.223245,2026-09-01T09:00:07.223245Z,6,udp,2001:db8:53::53,53,2001:db8:1::29,34782,272,210,13889,1,0,0,0,0,0,0,0,0,1,0,4,1,host-340.layanan.test.,28,AAAA,1,1,1232.0,1,,,
1788253207.238844,2026-09-01T09:00:07.238844Z,4,udp,192.0.2.227,5560,198.51.100.53,53,91,49,11000,0,0,0,0,0,0,0,0,0,1,0,0,1,host-010.kampus.test.,28,AAAA,1,1,1400.0,1,,,
1788253207.253029,2026-09-01T09:00:07.253029Z,4,udp,198.51.100.53,53,192.0.2.227,5560,119,77,11000,1,0,1,0,0,0,0,0,0,1,1,0,1,host-010.kampus.test.,28,AAAA,1,1,1232.0,1,,,host-010.kampus.test. AAAA 300 2001:db8:abcd::10
1788253207.331677,2026-09-01T09:00:07.331677Z,6,udp,2001:db8:1::e9,34561,2001:db8:53::53,53,111,49,45936,0,0,0,0,0,0,0,0,0,1,0,0,1,HOST-346.PorTaL.TEsT.,1,A,1,1,1232.0,1,,,
1788253207.343963,2026-09-01T09:00:07.343963Z,6,udp,2001:db8:53::53,53,2001:db8:1::e9,34561,127,65,45936,1,0,1,0,0,0,0,0,0,1,1,0,1,HOST-346.PorTaL.TEsT.,1,A,1,1,1232.0,1,,,HOST-346.PorTaL.TEsT. A 300 203.0.113.10
1788253207.367958,2026-09-01T09:00:07.367958Z,6,udp,2001:db8:1::1ab,31275,2001:db8:53::53,53,111,49,12102,0,0,0,0,0,0,0,0,0,1,0,0,1,host-118.contoh.tEst.,2,NS,1,1,1232.0,1,,,
1788253207.369015,2026-09-01T09:00:07.369015Z,6,udp,2001:db8:53::53,53,2001:db8:1::1ab,31275,141,79,12102,1,0,1,0,0,0,0,0,0,1,1,0,1,host-118.contoh.tEst.,2,NS,1,1,1232.0,1,,,host-118.contoh.tEst. NS 300 ns1.example.test.
1788253207.764473,2026-09-01T09:00:07.764473Z,6,udp,2001:db8:1::e1,46204,2001:db8:53::53,53,110,48,17997,0,0,0,0,0,0,0,0,0,1,0,0,1,host-308.arsip.test.,2,NS,1,1,1232.0,1,,,
1788253207.77091,2026-09-01T09:00:07.770910Z,6,udp,2001:db8:53::53,53,2001:db8:1::e1,46204,140,78,17997,1,0,1,0,0,0,0,0,0,1,1,0,1,host-308.arsip.test.,2,NS,1,1,1232.0,1,,,host-308.arsip.test. NS 300 ns1.example.test.
1788253207.954806,2026-09-01T09:00:07.954806Z,4,udp,192.0.2.178,12010,198.51.100.53,53,91,49,13345,0,0,0,0,0,0,0,0,0,1,0,0,1,hOst-010.KAMpUS.tEst.,1,A,1,1,1232.0,0,,,
1788253207.961969,2026-09-01T09:00:07.961969Z,4,udp,198.51.100.53,53,192.0.2.178,12010,211,169,13345,1,0,0,0,0,0,0,0,0,1,0,3,1,hOst-010.KAMpUS.tEst.,1,A,1,1,1232.0,0,,,
